name,address,phone_number,website,type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Panshi Deshi Restaurant পানসী রেসটুরেনট,"556 Coventry Rd, Small Heath, Birmingham",0121 771 0545,Not Available,restaurant,Monday: 10:00 AM – 1:00 AM,Tuesday: 10:00 AM – 1:00 AM,Wednesday: 10:00 AM – 1:00 AM,Thursday: 10:00 AM – 1:00 AM,Friday: 10:00 AM – 1:00 AM,Saturday: 10:00 AM – 1:00 AM,Sunday: 10:00 AM – 1:00 AM
Farro's,"402-406 Stratford Rd, Birmingham",0121 772 5253,http://www.farros.co.uk/,restaurant,Monday: 4:00 – 11:00 PM,Tuesday: 4:00 – 11:00 PM,Wednesday: 4:00 – 11:00 PM,Thursday: 4:00 – 11:00 PM,Friday: 4:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
The BBQ HUT,"565 Warwick Rd, Tyseley, Birmingham",0121 439 4544,http://www.thebbqhut.com/,meal_takeaway,Monday: 5:00 – 11:00 PM,Tuesday: 5:00 – 11:00 PM,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 2:00 PM – 12:00 AM,Saturday: 2:00 PM – 12:00 AM,Sunday: 2:00 – 11:00 PM
Channi's Indian Restaurant,"795 Stratford Rd, Springfield, Birmingham",0121 778 6465,http://channis-indian.poi.place/,restaurant,Monday: 6:30 – 10:00 PM,Tuesday: 6:30 – 10:00 PM,Wednesday: 6:30 – 10:00 PM,Thursday: 6:30 – 10:00 PM,Friday: 6:30 – 10:00 PM,Saturday: 6:30 – 10:00 PM,Sunday: 6:30 – 10:00 PM
Old Damascus (Coventry Road),"551 Coventry Rd, Birmingham",0121 773 5229,http://www.old-damascus.co.uk/,restaurant,Monday: 11:00 AM – 11:00 PM,Tuesday: 11:00 AM – 11:00 PM,Wednesday: 11:00 AM – 11:00 PM,Thursday: 11:00 AM – 11:00 PM,Friday: 11:00 AM – 11:00 PM,Saturday: 11:00 AM – 11:00 PM,Sunday: 11:00 AM – 11:00 PM
Mouchak Street Ltd,"528 Coventry Rd, Small Heath, Birmingham",0121 753 5874,https://mouchakstreetb10.co.uk/Ufql,meal_takeaway,Monday: 10:00 AM – 10:00 PM,Tuesday: 10:00 AM – 10:00 PM,Wednesday: 10:00 AM – 10:00 PM,Thursday: 10:00 AM – 10:00 PM,Friday: 10:00 AM – 10:00 PM,Saturday: 10:00 AM – 10:00 PM,Sunday: 10:00 AM – 10:00 PM
Fenous,"694-700 Coventry Rd, Birmingham",0121 771 4141,http://fenousgrill.co.uk/,restaurant,Monday: 4:00 – 11:00 PM,Tuesday: 4:00 – 11:00 PM,Wednesday: 4:00 – 11:00 PM,Thursday: 4:00 – 11:00 PM,Friday: 4:00 – 11:00 PM,Saturday: 2:00 – 11:00 PM,Sunday: 2:00 – 11:00 PM
Karahi king village,"1173 Warwick Rd, Birmingham",0121 706 2210,http://www.karahikingvillage.co.uk/,restaurant,Monday: 1:00 – 11:30 PM,Tuesday: 1:00 – 11:30 PM,Wednesday: 1:00 – 11:30 PM,Thursday: 1:00 – 11:30 PM,Friday: 2:00 – 11:30 PM,Saturday: 1:00 – 11:30 PM,Sunday: 1:00 – 11:30 PM
Dera,"586 Coventry Rd, Birmingham",0121 771 2442,https://s.amsu.ng/WFxvahQhh9lN,restaurant,Monday: 4:00 PM – 4:00 AM,Tuesday: 4:00 PM – 4:00 AM,Wednesday: 4:00 PM – 4:00 AM,Thursday: 4:00 PM – 4:00 AM,Friday: 4:00 PM – 4:00 AM,Saturday: 4:00 PM – 4:00 AM,Sunday: 4:00 PM – 4:00 AM
Summer House Bar & Grill,"266 Shaftmoor Ln, Birmingham",0121 777 1926,http://www.summerhousebarandgrill.com/,bar,Monday: 11:00 AM – 11:00 PM,Tuesday: 11:00 AM – 11:00 PM,Wednesday: 11:00 AM – 11:00 PM,Thursday: 11:00 AM – 11:00 PM,Friday: 11:00 AM – 1:00 AM,Saturday: 11:00 AM – 1:00 AM,Sunday: 11:00 AM – 11:00 PM
Desi Khana,"592 Coventry Rd, Birmingham",0121 772 5580,http://www.desikhanab10.co.uk/,restaurant,Monday: 4:00 PM – 2:00 AM,Tuesday: 4:00 PM – 2:00 AM,Wednesday: 4:00 PM – 2:00 AM,Thursday: 4:00 PM – 2:00 AM,Friday: 4:00 PM – 2:00 AM,Saturday: 4:00 PM – 3:00 AM,Sunday: 4:00 PM – 2:00 AM
Mio Amico,"391 Coventry Rd, Birmingham",0121 216 0196,https://mioamico.co.uk/,cafe,Monday: 5:00 AM – 4:00 AM,Tuesday: 5:00 AM – 4:00 AM,Wednesday: 5:00 AM – 4:00 AM,Thursday: 5:00 AM – 4:00 AM,Friday: 5:00 AM – 4:00 AM,Saturday: 5:00 AM – 4:00 AM,Sunday: 5:00 AM – 4:00 AM
Zurbyan Restaurant,"392 Coventry Rd, Small Heath, Birmingham",Not Available,Not Available,restaurant,Monday: 11:00 AM – 11:30 PM,Tuesday: 11:00 AM – 11:30 PM,Wednesday: 11:00 AM – 11:30 PM,Thursday: 11:00 AM – 11:30 PM,Friday: 11:00 AM – 11:30 PM,Saturday: 11:00 AM – 11:30 PM,Sunday: 11:00 AM – 11:30 PM
Karahi King,"346 Coventry Rd, Small Heath, Birmingham",0121 773 6273,Not Available,restaurant,Monday: 12:00 PM – 12:00 AM,Tuesday: 12:00 PM – 12:00 AM,Wednesday: 12:00 PM – 12:00 AM,Thursday: 12:00 PM – 12:00 AM,Friday: 12:00 PM – 1:00 AM,Saturday: 12:00 PM – 1:00 AM,Sunday: 12:00 PM – 12:00 AM
Best UK fried Chicken Restaurant,"1176 Warwick Rd, Acocks Green, Birmingham",0121 707 3366,Not Available,meal_takeaway,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
MakHalal,"10 Muntz St, Small Heath, Birmingham",0121 679 4209,http://www.makhalal.co.uk/,restaurant,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
Grillz Steaks & Desserts,"1018 Coventry Rd, Yardley, Birmingham",0121 773 4559,https://grillzsteakhouse.com/order-now,restaurant,Monday: 5:00 PM – 12:00 AM,Tuesday: 5:00 PM – 12:00 AM,Wednesday: 5:00 PM – 12:00 AM,Thursday: 5:00 PM – 12:00 AM,Friday: 5:00 PM – 12:00 AM,Saturday: 5:00 PM – 12:00 AM,Sunday: 5:00 PM – 12:00 AM
Amer Tandoori Resturant,"526 Stratford Rd, Birmingham",0121 771 4587,http://amerrestaurant.co.uk/?utm_source=google&utm_medium=pin-website&utm_content=website-button,meal_takeaway,Monday: 5:00 PM – 2:00 AM,Tuesday: 5:00 PM – 2:00 AM,Wednesday: 5:00 PM – 2:00 AM,Thursday: 5:00 PM – 2:00 AM,Friday: 5:00 PM – 2:00 AM,Saturday: 5:00 PM – 2:00 AM,Sunday: 6:00 PM – 2:00 AM
Roti & Curry Junction,"80 Stoney Ln, Sparkbrook, Birmingham",0121 771 2777,Not Available,restaurant,Monday: 12:00 – 10:00 PM,Tuesday: 12:00 – 10:00 PM,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 – 10:00 PM,Saturday: 12:00 – 10:00 PM,Sunday: 12:00 – 10:00 PM
Bader Restaurant,"S B Leisure, 396 Coventry Rd, Small Heath, Birmingham",0121 766 5799,https://baderrestaurantonline.com/,meal_takeaway,Monday: 8:00 AM – 12:00 AM,Tuesday: 8:00 AM – 12:00 AM,Wednesday: 8:00 AM – 12:00 AM,Thursday: 8:00 AM – 12:00 AM,Friday: 8:00 AM – 12:00 AM,Saturday: 8:00 AM – 12:00 AM,Sunday: 8:00 AM – 12:00 AM
Mishtidesh Ltd,"546 Coventry Rd, Small Heath, Birmingham",0121 773 9002,http://www.mishtidesh.com/,restaurant,Monday: 10:00 AM – 12:00 AM,Tuesday: 10:00 AM – 12:00 AM,Wednesday: 10:00 AM – 12:00 AM,Thursday: 10:00 AM – 12:00 AM,Friday: 10:00 AM – 12:00 AM,Saturday: 10:00 AM – 12:00 AM,Sunday: 10:00 AM – 12:00 AM
Salama Somali & Yemeni Restaurant,"479 Coventry Rd, Birmingham",0121 771 2055,Not Available,restaurant,Monday: 8:00 AM – 10:00 PM,Tuesday: 8:00 AM – 10:00 PM,Wednesday: 8:00 AM – 10:00 PM,Thursday: 8:00 AM – 10:00 PM,Friday: 8:00 AM – 10:00 PM,Saturday: 8:00 AM – 10:00 PM,Sunday: 8:00 AM – 10:00 PM
Jaziira Restaurant,"10 Parliament St, Birmingham",0121 270 6572,http://jaziira-restaurant.business.site/,restaurant,Monday: 8:00 AM – 9:00 PM,Tuesday: 8:00 AM – 9:00 PM,Wednesday: 8:00 AM – 9:00 PM,Thursday: 8:00 AM – 9:00 PM,Friday: 8:00 AM – 9:00 PM,Saturday: 8:00 AM – 9:00 PM,Sunday: 8:00 AM – 9:00 PM
Aladdine Arabian Cuisine,"1 Formans Rd, Birmingham",Not Available,http://aladdinearabian.menupage.uk/,restaurant,Monday: 12:00 – 10:00 PM,Tuesday: 12:00 – 10:00 PM,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 – 10:00 PM,Saturday: 12:00 – 10:00 PM,Sunday: 12:00 – 10:00 PM
Al Shazan,"667 Stratford Rd, Birmingham",0121 777 6844,Not Available,meal_takeaway,Monday: 12:00 PM – 2:00 AM,Tuesday: 12:00 PM – 2:00 AM,Wednesday: 12:00 PM – 2:00 AM,Thursday: 12:00 PM – 2:00 AM,Friday: 12:00 PM – 4:00 AM,Saturday: 12:00 PM – 4:00 AM,Sunday: 12:00 PM – 2:00 AM
Momo's Diner,"5 Whitmore Rd, Birmingham",0121 772 4000,https://momosdiner.co.uk/,restaurant,Monday: 11:00 AM – 11:00 PM,Tuesday: 11:00 AM – 11:00 PM,Wednesday: 11:00 AM – 11:00 PM,Thursday: 11:00 AM – 11:00 PM,Friday: 11:00 AM – 11:00 PM,Saturday: 11:00 AM – 11:00 PM,Sunday: 11:00 AM – 11:00 PM
Savannah Restaurant,"148-150 Stoney Ln, Balsall Heath, Birmingham",0121 220 3285,Not Available,restaurant,Monday: 12:00 PM – 12:00 AM,Tuesday: 12:00 PM – 12:00 AM,Wednesday: 12:00 PM – 12:00 AM,Thursday: 12:00 PM – 12:00 AM,Friday: 12:00 PM – 12:00 AM,Saturday: 12:00 PM – 12:00 AM,Sunday: 12:00 PM – 12:00 AM
Balti King,"1258 Coventry Rd, Yardley, Birmingham",0121 693 4888,http://www.baltikingyardley.co.uk/,meal_takeaway,Monday: 5:00 – 11:30 PM,Tuesday: 5:00 – 11:30 PM,Wednesday: 5:00 – 11:30 PM,Thursday: 5:00 – 11:30 PM,Friday: 5:00 PM – 12:30 AM,Saturday: 5:00 PM – 12:30 AM,Sunday: 5:00 – 11:30 PM
Burraq restaurant,"2 Westley Rd, Acocks Green, Birmingham",0121 708 0108,Not Available,restaurant,Monday: 5:00 – 10:00 PM,Tuesday: 5:00 – 10:00 PM,Wednesday: 5:00 – 10:00 PM,Thursday: 5:00 – 10:00 PM,Friday: 5:00 – 10:00 PM,Saturday: 5:00 – 10:00 PM,Sunday: 5:00 – 10:00 PM
Al Fursan Restaurant,Birmingham,Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BBQ HUT,"Hawk Mill Trading Estate, 3 Little Green Ln, Small Heath, Birmingham",07578 632724,http://www.thebbqhut.com/,meal_takeaway,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 PM – 1:00 AM,Saturday: 1:00 PM – 1:00 AM,Sunday: 2:00 – 11:00 PM
Xing Rong House,"300 Fox Hollies Rd, Birmingham",0121 765 4125,http://website1148.bigfoodie1.co.uk/?utm_source=google&utm_medium=pin-website&utm_content=website-button,meal_takeaway,Monday: 4:30 – 11:00 PM,Tuesday: Closed,Wednesday: 4:30 – 11:00 PM,Thursday: 4:30 – 11:00 PM,Friday: 4:30 – 11:30 PM,Saturday: 4:30 – 11:30 PM,Sunday: 4:30 – 11:00 PM
Damascus Legend,"370 Stratford Rd, Birmingham",0121 689 0404,Not Available,restaurant,Monday: 1:00 – 10:30 PM,Tuesday: 1:00 – 10:30 PM,Wednesday: 1:00 – 10:30 PM,Thursday: 1:00 – 10:30 PM,Friday: 2:00 – 10:30 PM,Saturday: 1:00 – 10:30 PM,Sunday: 1:00 – 10:30 PM
Unik Burgers,"934-936 Stratford Rd, Birmingham",0121 820 8801,http://www.unikburgers.co.uk/,restaurant,Monday: 3:00 PM – 1:00 AM,Tuesday: 3:00 PM – 1:00 AM,Wednesday: 3:00 PM – 1:00 AM,Thursday: 3:00 PM – 1:00 AM,Friday: 3:00 PM – 1:00 AM,Saturday: 3:00 PM – 1:00 AM,Sunday: 3:00 PM – 1:00 AM
Yaqub's,"316 Highgate Rd, Sparkbrook, Birmingham",0121 773 9111,https://www.yaqubs.com/,restaurant,Monday: 5:00 – 11:00 PM,Tuesday: Closed,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 5:00 – 11:00 PM,Saturday: 5:00 – 11:00 PM,Sunday: 5:00 – 11:00 PM
Mandi House,"382 Coventry Rd, Small Heath, Birmingham",0121 766 6101,Not Available,restaurant,Monday: 11:30 AM – 10:00 PM,Tuesday: 11:30 AM – 10:00 PM,Wednesday: 11:30 AM – 10:00 PM,Thursday: 11:30 AM – 10:00 PM,Friday: 11:30 AM – 10:00 PM,Saturday: 11:30 AM – 10:00 PM,Sunday: 11:30 AM – 10:00 PM
The Big Pizza - Small Heath,"786 Coventry Rd, Birmingham",0121 771 0111,https://thebigpizzauk.com/,restaurant,Monday: 5:00 – 11:00 PM,Tuesday: 5:00 – 11:00 PM,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 5:00 PM – 12:00 AM,Saturday: 4:00 PM – 12:00 AM,Sunday: 4:00 – 11:00 PM
Flame 'Inn' Karahi,"748 Stratford Rd, Birmingham",0121 247 3661,http://flame-inn-karahi.business.site/,restaurant,Monday: 12:00 PM – 5:00 AM,Tuesday: 12:00 PM – 5:00 AM,Wednesday: 12:00 PM – 5:00 AM,Thursday: 12:00 PM – 5:00 AM,Friday: 12:00 PM – 5:00 AM,Saturday: 12:00 PM – 5:00 AM,Sunday: 12:00 PM – 5:00 AM
Sweethouse & arabic food,"468 Coventry Rd, Small Heath, Birmingham",0121 792 7277,Not Available,restaurant,Monday: 8:00 AM – 10:00 PM,Tuesday: 8:00 AM – 11:00 PM,Wednesday: 8:00 AM – 11:00 PM,Thursday: 8:00 AM – 11:00 PM,Friday: 8:00 AM – 11:00 PM,Saturday: 8:00 AM – 11:00 PM,Sunday: 8:00 AM – 11:00 PM
Multi Pizza,"632 Coventry Rd, Birmingham",0121 766 8881,Not Available,meal_takeaway,Monday: 12:00 PM – 12:00 AM,Tuesday: 12:00 PM – 12:00 AM,Wednesday: 12:00 PM – 12:00 AM,Thursday: 12:00 PM – 12:00 AM,Friday: 12:00 PM – 1:00 AM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
Pepe's,"1160 Warwick Rd, Acocks Green, Birmingham",0121 655 5800,https://www.pepes.co.uk/?utm_source=Google&utm_medium=Yext,meal_takeaway,Monday: 11:00 AM – 11:00 PM,Tuesday: 11:00 AM – 11:00 PM,Wednesday: 11:00 AM – 11:00 PM,Thursday: 11:00 AM – 11:00 PM,Friday: 11:00 AM – 12:00 AM,Saturday: 11:00 AM – 12:00 AM,Sunday: 11:00 AM – 11:00 PM
Spartan Shaorma,"4 Blake Ln, Birmingham",07576 380006,Not Available,restaurant,Monday: 12:00 PM – 12:00 AM,Tuesday: 12:00 PM – 12:00 AM,Wednesday: 12:00 PM – 12:00 AM,Thursday: 12:00 PM – 12:00 AM,Friday: 12:00 PM – 12:00 AM,Saturday: 12:00 PM – 12:00 AM,Sunday: 12:00 PM – 12:00 AM
Yum Yum Grill Restaurant,"574 Green Ln, Birmingham",0121 679 4040,Not Available,meal_takeaway,Monday: 12:00 PM – 5:00 AM,Tuesday: 12:00 PM – 5:00 AM,Wednesday: 12:00 PM – 5:00 AM,Thursday: 12:00 PM – 5:00 AM,Friday: 12:00 PM – 5:00 AM,Saturday: 12:00 PM – 5:00 AM,Sunday: 12:00 PM – 5:00 AM
Phat Buns Birmingham,"1068 Coventry Rd, Birmingham",0121 820 2956,https://www.phatbuns.co.uk/,meal_takeaway,Monday: 5:00 PM – 3:00 AM,Tuesday: 5:00 PM – 3:00 AM,Wednesday: 5:00 PM – 3:00 AM,Thursday: 5:00 PM – 3:00 AM,Friday: 5:00 PM – 4:00 AM,Saturday: 12:00 PM – 4:00 AM,Sunday: 12:00 PM – 3:00 AM
Ditta Fast Food,"169 Walford Rd, Sparkbrook, Birmingham",0121 772 1749,https://dittasfastfood.com/DwOk,meal_takeaway,Monday: 11:00 AM – 11:00 PM,Tuesday: 11:00 AM – 11:00 PM,Wednesday: 11:00 AM – 11:00 PM,Thursday: 11:00 AM – 11:00 PM,Friday: 11:00 AM – 11:00 PM,Saturday: 11:00 AM – 11:00 PM,Sunday: 11:00 AM – 11:00 PM
Ababeel Restaurant and Hotel LTD,"1069 Warwick Rd, Acocks Green, Birmingham",0121 448 6263,Not Available,lodging,Monday: 4:00 – 10:30 PM,Tuesday: 4:00 – 10:30 PM,Wednesday: 4:00 – 10:30 PM,Thursday: 4:00 – 10:30 PM,Friday: 4:00 – 10:30 PM,Saturday: 4:00 – 10:30 PM,Sunday: 4:00 – 10:30 PM
Yuwies Good Food,"19 Muntz St, Small Heath, Birmingham",0121 291 3754,http://yuwiesgoodfood.com/bIWr,meal_takeaway,Monday: 8:00 AM – 7:00 PM,Tuesday: 8:00 AM – 7:00 PM,Wednesday: 8:00 AM – 7:00 PM,Thursday: 8:00 AM – 7:00 PM,Friday: 8:00 AM – 7:00 PM,Saturday: 8:00 AM – 7:00 PM,Sunday: Closed
Roscoe's Food Fast,"31 Alfred St, Sparkbrook, Birmingham",0121 245 2599,https://roscoes-food-fast.business.site/,restaurant,Monday: 11:00 AM – 12:00 AM,Tuesday: 11:00 AM – 12:00 AM,Wednesday: 11:00 AM – 12:00 AM,Thursday: 11:00 AM – 12:00 AM,Friday: 11:00 AM – 1:00 AM,Saturday: 11:00 AM – 1:00 AM,Sunday: 11:00 AM – 12:00 AM
McDonald's,"109 Coventry Rd, Small Heath, Birmingham",0121 773 9589,https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8261097:Clicks:DIRSYN:,restaurant,Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours
Afnan Restaurant,"494 Coventry Rd, Small Heath, Birmingham",07896 365233,https://www.instagram.com/afnan_somalicuisine/,restaurant,Monday: 8:00 AM – 10:00 PM,Tuesday: 8:00 AM – 10:00 PM,Wednesday: 8:00 AM – 10:00 PM,Thursday: 8:00 AM – 10:00 PM,Friday: 8:00 AM – 7:00 PM,Saturday: 8:00 AM – 7:00 PM,Sunday: 8:00 AM – 10:00 PM
Pepe's,"439, 441 Coventry Rd, Birmingham",0121 773 9359,https://www.pepes.co.uk/?utm_source=Google&utm_medium=Yext,meal_takeaway,Monday: 12:00 PM – 1:00 AM,Tuesday: 12:00 PM – 1:00 AM,Wednesday: 12:00 PM – 1:00 AM,Thursday: 12:00 PM – 1:00 AM,Friday: 2:00 PM – 1:00 AM,Saturday: 12:00 PM – 1:00 AM,Sunday: 12:00 PM – 12:00 AM
Bistrot Pierre,"Waterside House, 46 Gas St, Birmingham",0121 616 0730,https://www.bistrotpierre.co.uk/,restaurant,Monday: 12:00 – 10:00 PM,Tuesday: 12:00 – 10:00 PM,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 – 10:30 PM,Saturday: 12:00 – 10:30 PM,Sunday: 12:00 – 10:00 PM
Côte Birmingham,"The Mailbox, 120-122 Wharfside St, Birmingham",0121 631 1587,https://www.cote.co.uk/restaurant/birmingham/?utm_source=google&utm_medium=organic&utm_campaign=Google+My+Business?utm_source=extnet&utm_medium=yext,restaurant,Monday: 11:30 AM – 10:00 PM,Tuesday: 11:30 AM – 10:00 PM,Wednesday: 11:30 AM – 10:00 PM,Thursday: 11:30 AM – 10:00 PM,Friday: 10:00 AM – 10:00 PM,Saturday: 10:00 AM – 10:00 PM,Sunday: 10:00 AM – 9:30 PM
Harborne Tandoori Restaurant,"Next to the Natwest Bank, 10 South St, Birmingham",0121 427 6114,https://www.harbornetandoori.co.uk/,restaurant,Monday: 5:30 – 11:30 PM,Tuesday: 5:30 – 11:30 PM,Wednesday: 5:30 – 11:30 PM,Thursday: 5:30 – 11:30 PM,Friday: 5:30 – 11:30 PM,Saturday: 5:30 – 11:30 PM,Sunday: 5:30 – 11:30 PM
Buonissimo Restaurant Birmingham,"1 Albany Rd, Harborne, Birmingham",0121 426 2444,http://www.buonissimouk.com/,restaurant,Monday: 6:00 – 10:15 PM,"Tuesday: 12:00 – 2:15 PM, 6:00 – 10:15 PM","Wednesday: 12:00 – 2:15 PM, 6:00 – 10:15 PM","Thursday: 12:00 – 2:15 PM, 6:00 – 10:15 PM","Friday: 12:00 – 2:15 PM, 6:00 – 10:15 PM","Saturday: 12:00 – 2:15 PM, 6:00 – 10:15 PM",Sunday: Closed
Simpsons Restaurant,"20 Highfield Rd, Birmingham",0121 454 3434,http://www.simpsonsrestaurant.co.uk/,restaurant,Monday: Closed,Tuesday: Closed,"Wednesday: 12:00 – 2:00 PM, 7:00 – 9:00 PM","Thursday: 12:00 – 2:00 PM, 7:00 – 9:00 PM","Friday: 12:00 – 2:00 PM, 7:00 – 9:00 PM","Saturday: 12:00 – 2:00 PM, 7:00 – 9:30 PM",Sunday: 12:00 – 2:00 PM
